Age,Gender,IncomeLevel,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,Total_amount_spent,Transaction_frequency,Books,Clothing,Electronics,Furniture,Groceries,DaysSinceLastInteraction,Resolved,Unresolved,Complaint,Feedback,Inquiry,LoginFrequency,DaysSinceLastLogin,ServiceUsage_Mobile App,ServiceUsage_Online Banking,ServiceUsage_Website,ChurnStatus
1.2290131217654725,0,-1.2472066153115078,0,0,1,0,-1.1516198906950563,-1.5571748747360683,0,0,1,0,0,0.7827868532108383,1,0,0,0,1,0.5754145430801281,-1.0210463055503172,1,0,0,0
1.425833671880052,0,-1.2472066153115078,0,1,0,0,0.379567886213787,0.7474746685338896,0,2,3,1,1,0.9546795039041446,1,0,0,0,1,-1.487768165787789,-1.4500373307103405,0,0,1,1
-1.657688279915027,0,-1.2472066153115078,0,0,1,0,0.5901854105089976,0.3633664113222299,1,1,0,2,2,-1.0098079325907836,1,0,0,0,1,-1.6300566284683349,-1.2593746528614411,0,0,1,0
-1.4608677298004475,0,-1.2472066153115078,0,0,0,1,-0.47358472746672925,-0.020741845889429726,0,1,2,1,1,-0.3713495157299319,1,1,0,0,2,-1.701200859808608,-0.4776576736809546,0,0,1,0
-1.4608677298004475,0,-0.02923140504636349,1,0,0,0,0.994347387735556,1.1315829257455492,0,0,3,2,3,0.05838211100333359,0,0,0,0,0,1.073424162462039,-1.078245108904987,0,0,1,0
0.9009788715745066,1,-0.02923140504636349,1,0,0,0,-0.13916374198899012,-0.020741845889429726,1,1,1,2,0,0.3530552264775728,1,0,0,1,0,-1.701200859808608,-0.6969197532071886,0,0,1,0
-1.0672266295712884,1,1.1887438052187809,0,1,0,0,-1.59810575458572,-1.5571748747360683,1,0,0,0,0,0.05838211100333359,0,0,0,0,0,0.4331260803995821,1.7149631215813859,1,0,0,0
-0.4111581291893568,0,-1.2472066153115078,0,0,1,0,1.0558023210587726,0.7474746685338896,2,2,1,2,0,0.4267235053461326,0,2,0,1,1,-0.634037389704513,0.7139840628746653,0,1,0,1
-0.27994442911297046,0,1.1887438052187809,1,0,0,0,0.06792002209530175,-0.020741845889429726,0,2,1,0,2,-0.8993055142879439,1,0,0,0,1,-0.1360277703226019,0.084797225973298,0,0,1,0
1.6226542219946314,0,1.1887438052187809,0,1,0,0,0.17639698305269608,0.7474746685338896,0,1,1,3,2,0.05838211100333359,0,0,0,0,0,0.2196933863787631,1.657764318226716,0,1,0,1
0.7041583214599271,0,-0.02923140504636349,1,0,0,0,0.6319541854158328,-0.020741845889429726,3,0,0,0,2,1.5685818278088095,1,1,0,2,0,0.2908376177190361,1.5719661131947116,0,1,0,0
-0.1487307290365841,1,-1.2472066153115078,0,1,0,0,-1.5976048000730612,-1.5571748747360683,0,0,1,0,0,1.7404744785021158,1,1,0,1,1,1.2157126251425852,-1.6978988119139093,0,0,1,0
-1.2640471796858679,1,-1.2472066153115078,1,0,0,0,-1.1847641243974656,-0.788958360312749,1,1,1,0,0,-0.6660226312041712,1,0,1,0,0,-1.1320470090864239,0.008532154833738335,1,0,0,0
-0.08312387899839094,0,-0.02923140504636349,0,0,0,1,2.134492779925045,1.5156911829572088,1,1,0,3,4,-0.6414665382479846,1,1,1,1,0,0.006260692357944093,1.686363719904051,0,1,0,0
-0.08312387899839094,0,-0.02923140504636349,1,0,0,0,0.8759190330807469,1.1315829257455492,2,1,1,2,2,1.45807940950597,0,2,1,1,0,1.2868568564828582,0.19919483268263752,0,1,0,0
-0.870406079456709,1,-0.02923140504636349,0,0,1,0,1.019124327145445,1.5156911829572088,4,1,1,3,0,-0.33451537629565203,2,0,0,0,2,1.073424162462039,1.0762431507875738,0,1,0,1
-1.5920814298768338,0,-1.2472066153115078,0,1,0,0,0.4849714235394632,0.7474746685338896,1,1,2,1,2,0.3407771799994795,1,1,0,0,2,-1.27433547176697,-0.5634558787129592,0,1,0,0
0.8353720215363134,1,1.1887438052187809,0,1,0,0,-0.4274292157463399,-0.020741845889429726,2,0,0,2,1,-1.9429394649258744,0,1,0,0,1,0.7888472371009471,-1.3451728578934459,0,0,1,1
0.9009788715745066,1,1.1887438052187809,1,0,0,0,-0.33823223387073914,-0.020741845889429726,0,1,0,3,1,0.5617820166051589,0,2,2,0,0,0.9311356997814931,1.1429750880346885,0,1,0,0
-0.1487307290365841,0,-1.2472066153115078,0,0,1,0,2.0427774861749963,1.5156911829572088,1,3,1,1,3,-0.5677982593794247,1,0,0,1,0,-0.7051816210447859,-0.38232633475650496,0,0,1,0
1.3602268218418587,0,1.1887438052187809,1,0,0,0,-0.47936601332903656,-0.020741845889429726,3,0,0,0,2,0.05838211100333359,0,0,0,0,0,-0.5628931583642399,0.18966169879019254,0,0,1,0
-0.08312387899839094,1,-1.2472066153115078,1,0,0,0,0.4273751938948357,0.3633664113222299,1,1,0,3,1,1.8018647108925823,2,0,0,0,2,1.1445683938023121,0.5805201883804358,1,0,0,0
-0.5423718292657431,1,-1.2472066153115078,1,0,0,0,0.3028270705988953,-0.4048501031010894,2,0,0,0,2,1.2247965264221972,1,1,2,0,0,-0.49174892702396694,-0.010534112951151581,1,0,0,0
0.7697651714981202,0,-0.02923140504636349,0,0,0,1,-0.16769107058824523,-0.020741845889429726,1,2,0,1,1,-1.8692711860573146,1,0,1,0,0,-0.9897585464058779,-0.8589830293787529,1,0,0,0
-0.017517028960197772,1,-1.2472066153115078,0,1,0,0,-0.6800863011714448,-0.788958360312749,1,0,0,0,2,-2.286724766312487,1,0,0,1,0,0.0774049236982171,1.3431708997760325,1,0,0,0
-0.8047992294185158,0,-0.02923140504636349,0,0,1,0,-0.941408545734434,-0.788958360312749,1,1,0,1,0,-2.3603930451810466,1,0,1,0,0,1.3580010878231312,-0.8113173599165281,1,0,0,1
-1.1328334796094817,0,-0.02923140504636349,0,0,0,1,1.2774679232547865,1.1315829257455492,1,2,2,1,2,-0.12578858616806593,0,1,0,1,0,-0.2783162330031479,-0.830383627701418,1,0,0,0
-1.0672266295712884,1,1.1887438052187809,0,0,0,1,0.5892105801059863,0.3633664113222299,1,0,4,1,0,0.6108942025175321,0,2,1,0,1,1.1445683938023121,-1.068711975012542,0,1,0,0
-0.3455512791511636,1,-0.02923140504636349,1,0,0,0,-0.5605341836909414,-0.788958360312749,1,2,0,0,0,0.6108942025175321,1,1,0,1,1,0.5754145430801281,-0.5539227448205142,0,0,1,0
1.6882610720328246,0,1.1887438052187809,1,0,0,0,-0.7587632382812075,-1.1730666175244087,1,0,1,0,0,0.7336746672984651,1,1,2,0,0,0.8599914684412201,-0.05819978241337637,0,0,1,0
-0.6079786793039362,0,-1.2472066153115078,1,0,0,0,-0.21461832304435233,-0.020741845889429726,2,2,0,1,0,0.3039430405651996,2,0,1,0,1,-0.20717200166287492,-0.4013926025413949,0,1,0,0
1.6882610720328246,1,1.1887438052187809,0,1,0,0,-0.056262539799508834,-0.020741845889429726,1,1,1,0,2,0.05838211100333359,0,0,0,0,0,1.57143378184395,1.724496255473831,1,0,0,0
-1.329654029724061,0,1.1887438052187809,1,0,0,0,-0.7826736617773081,-1.1730666175244087,0,1,0,0,1,0.04610406452524029,1,0,0,1,0,-0.1360277703226019,0.4565894477786514,1,0,0,1
-0.6735855293421295,0,1.1887438052187809,0,0,0,1,0.838523455676313,1.5156911829572088,1,4,2,2,0,0.1811625757842666,1,1,0,2,0,1.2868568564828582,0.8951136068311195,0,1,0,0
1.425833671880052,0,-1.2472066153115078,0,1,0,0,-0.6596825592639567,-0.788958360312749,1,0,1,1,0,-0.4204617016423051,0,1,1,0,0,-0.49174892702396694,0.41845691220887155,1,0,0,0
-1.657688279915027,1,-1.2472066153115078,0,0,0,1,0.07375546520222123,0.3633664113222299,1,1,3,0,1,-1.807880953666848,1,0,0,1,0,-1.416623934447516,1.3813034353458125,0,1,0,0
-0.47676497922754996,1,-0.02923140504636349,0,1,0,0,2.572205170188601,1.5156911829572088,1,4,0,3,1,0.9178453644698646,1,0,1,0,0,-1.6300566284683349,-0.5062570753582895,0,1,0,0
0.6385514714217339,1,-1.2472066153115078,0,1,0,0,-0.5310320246886744,-0.788958360312749,1,0,0,0,2,0.8564551320793982,1,0,0,0,1,1.500289550503677,-1.3737722595707806,0,1,0,0
-0.08312387899839094,0,-0.02923140504636349,0,1,0,0,-0.10172754665109768,-0.020741845889429726,0,0,2,2,1,0.05838211100333359,0,0,0,0,0,0.006260692357944093,1.5910323809796014,0,1,0,0
1.5570473719564382,1,-1.2472066153115078,0,0,0,1,0.42144497560984595,0.7474746685338896,0,0,2,2,3,-2.127110162097274,1,0,1,0,0,-0.4206046956836939,-0.9543143683032025,0,0,1,0
1.6882610720328246,1,1.1887438052187809,0,1,0,0,-1.2237573405179467,-1.1730666175244087,0,1,0,1,0,1.1879623869879172,0,1,0,0,1,0.8599914684412201,0.018065288726183293,1,0,0,1
0.2449103711925749,0,-0.02923140504636349,0,0,0,1,-0.9971228111288022,-0.788958360312749,2,0,0,0,1,0.05838211100333359,0,0,0,0,0,-1.1320470090864239,-0.10586545187560117,1,0,0,0
-0.4111581291893568,0,-1.2472066153115078,0,0,1,0,1.281570334534129,0.7474746685338896,1,3,1,0,2,0.770508806732745,1,1,0,0,2,-0.0648835389823289,0.39939064442398164,1,0,0,0
-0.4111581291893568,1,-1.2472066153115078,0,0,0,1,-0.7842713004933557,-0.788958360312749,0,0,1,0,2,0.5617820166051589,0,1,0,1,0,0.6465587744204011,-1.2403083850765513,1,0,0,0
-0.7391923793803226,1,-1.2472066153115078,0,0,0,1,-1.3087842145584405,-1.5571748747360683,0,0,0,0,1,-0.27312514390518555,0,1,1,0,0,1.6425780131842231,-0.5539227448205142,0,1,0,0
0.9009788715745066,1,1.1887438052187809,0,1,0,0,-1.5331982969185023,-1.5571748747360683,0,0,1,0,0,0.05838211100333359,0,0,0,0,0,-0.1360277703226019,-0.2393293263698306,0,1,0,1
0.4417309213071544,1,-0.02923140504636349,0,1,0,0,0.2698317693191691,0.7474746685338896,1,1,1,3,1,0.05838211100333359,0,0,0,0,0,-0.34946046434342093,0.7425834645520002,0,0,1,0
-1.5920814298768338,0,-0.02923140504636349,1,0,0,0,0.4470884309335231,0.7474746685338896,2,1,2,1,1,0.05838211100333359,0,0,0,0,0,0.5754145430801281,0.2277942343599724,0,0,1,0
-1.0672266295712884,1,-0.02923140504636349,0,0,1,0,-0.8470124683761022,-0.788958360312749,1,0,1,0,1,0.05838211100333359,0,0,0,0,0,-0.5628931583642399,1.3050383642062526,0,1,0,0
0.4417309213071544,1,-1.2472066153115078,0,0,1,0,0.33515894563212817,-0.4048501031010894,0,1,0,1,2,1.175684340509824,0,2,1,1,0,-0.49174892702396694,-0.08679918409071125,0,1,0,0
0.37612407126896125,0,-0.02923140504636349,1,0,0,0,-0.9710596371593834,-0.788958360312749,1,0,1,1,0,0.05838211100333359,0,0,0,0,0,-1.6300566284683349,-1.1163776444747668,1,0,0,1
-1.0016197795330952,0,-0.02923140504636349,0,0,0,1,-1.1722673402032975,-1.5571748747360683,0,0,0,0,1,0.05838211100333359,0,0,0,0,0,-1.416623934447516,1.3336377658835876,1,0,0,0
-0.1487307290365841,1,-1.2472066153115078,0,0,0,1,-0.015888313941426948,0.7474746685338896,2,1,0,1,3,0.05838211100333359,0,0,0,0,0,-0.4206046956836939,-0.839916761593863,1,0,0,0
0.6385514714217339,1,-1.2472066153115078,0,1,0,0,-1.0910856305302397,-1.1730666175244087,1,0,0,0,1,1.7404744785021158,2,0,1,1,0,-0.2783162330031479,1.5910323809796014,0,1,0,0
-0.9360129294949021,1,-1.2472066153115078,0,0,1,0,-0.18647009515737964,-0.020741845889429726,0,2,0,2,1,0.05838211100333359,0,0,0,0,0,0.5042703117398551,-0.41092573643383984,0,0,1,0
1.6226542219946314,1,-1.2472066153115078,0,1,0,0,0.2388132074677722,-0.020741845889429726,2,1,1,0,1,0.05838211100333359,0,0,0,0,0,-0.847470083725332,-0.4299920042187298,1,0,0,0
0.17930352115438172,1,1.1887438052187809,1,0,0,0,-0.9062198760479303,-0.788958360312749,1,0,1,0,1,-2.29900281279058,0,1,1,0,0,1.2868568564828582,-0.13446485355293605,0,1,0,0
0.5729446213835407,0,1.1887438052187809,0,0,1,0,1.284535443676624,0.3633664113222299,1,3,1,0,1,1.629972060199276,0,2,1,0,1,-1.203191240426697,0.76164973233689,0,1,0,0
-1.657688279915027,0,-0.02923140504636349,0,1,0,0,-1.31949380968042,-0.788958360312749,0,0,2,1,0,0.05838211100333359,0,0,0,0,0,1.3580010878231312,-1.5072361340650102,0,1,0,0
-1.657688279915027,1,1.1887438052187809,0,0,1,0,-0.6579901453698386,-0.4048501031010894,1,1,1,0,1,0.8318990391232115,1,1,0,2,0,-0.0648835389823289,1.2001738913893583,1,0,0,0
0.7041583214599271,0,-1.2472066153115078,0,0,1,0,-0.7962535908637118,-0.788958360312749,0,0,2,1,0,0.6600063884299053,1,0,1,0,0,1.500289550503677,-1.6597662763441294,0,0,1,1
-1.329654029724061,1,1.1887438052187809,0,1,0,0,-0.5782300633678402,-0.4048501031010894,1,1,1,0,1,1.1388502010755441,2,0,1,0,1,-0.7051816210447859,-0.4967239414658445,1,0,0,0
0.8353720215363134,0,-1.2472066153115078,0,1,0,0,1.2700348414318199,1.5156911829572088,1,1,1,4,2,0.05838211100333359,0,0,0,0,0,-1.345479703107243,0.38985751053153667,1,0,0,0
0.9665857216126997,1,1.1887438052187809,0,0,1,0,-0.40870434842181724,-0.788958360312749,0,1,1,1,0,0.05838211100333359,0,0,0,0,0,-1.0609027777461508,0.313592439391977,0,1,0,0
-0.5423718292657431,1,-1.2472066153115078,1,0,0,0,0.12566518416261152,-0.020741845889429726,0,0,2,1,2,0.05838211100333359,0,0,0,0,0,0.0774049236982171,-0.7731848243467483,1,0,0,0
-0.6735855293421295,0,-0.02923140504636349,0,0,0,1,0.1923056736574063,1.1315829257455492,1,2,2,0,3,0.05838211100333359,0,0,0,0,0,1.002279931121766,-0.4013926025413949,0,1,0,0
-1.3952608797622543,1,-0.02923140504636349,0,0,1,0,-0.7653975007461504,-0.4048501031010894,1,3,0,0,0,0.4267235053461326,2,0,0,0,2,-0.634037389704513,-0.16306425523027093,0,1,0,0
1.0321925716508928,1,1.1887438052187809,1,0,0,0,-0.5152993451289526,-0.4048501031010894,1,1,1,0,1,1.5685818278088095,0,2,1,0,1,-1.487768165787789,-0.18213052301516083,0,0,1,1
1.097799421689086,1,-1.2472066153115078,0,0,1,0,-0.30943411904842505,-0.4048501031010894,2,1,0,1,0,-1.5254858846707022,1,0,0,1,0,0.2196933863787631,-1.2403083850765513,1,0,0,0
0.37612407126896125,1,-0.02923140504636349,0,1,0,0,1.6069876780951593,0.7474746685338896,1,2,1,3,0,0.05838211100333359,0,0,0,0,0,-1.1320470090864239,1.0762431507875738,1,0,0,0
-1.5920814298768338,1,-1.2472066153115078,1,0,0,0,-1.0729700322075995,-0.788958360312749,0,1,0,0,2,1.629972060199276,1,1,0,1,1,1.500289550503677,-0.4013926025413949,0,1,0,1
-1.5920814298768338,1,1.1887438052187809,1,0,0,0,-0.252745023251045,0.3633664113222299,0,3,2,0,1,1.8632549432830487,1,1,2,0,0,-0.0648835389823289,0.6853846611973304,0,1,0,1
0.9009788715745066,0,-1.2472066153115078,0,0,1,0,1.3365263985039326,1.5156911829572088,0,4,3,0,2,-0.8993055142879439,1,0,0,0,1,-0.1360277703226019,-1.078245108904987,0,1,0,1
1.0321925716508928,0,-1.2472066153115078,0,0,0,1,1.1057759185242924,1.1315829257455492,1,3,1,2,1,1.1388502010755441,1,0,1,0,0,1.2868568564828582,1.3050383642062526,1,0,0,0
0.6385514714217339,1,1.1887438052187809,0,0,1,0,-0.6730458593719133,-0.4048501031010894,1,1,1,1,0,-0.9729737931565037,1,0,0,0,1,-0.9897585464058779,0.1801285648977476,1,0,0,1
0.8353720215363134,1,-0.02923140504636349,0,0,0,1,-0.5187654087841064,-0.4048501031010894,2,2,0,0,0,-1.8569931395792214,1,1,1,0,1,-1.487768165787789,0.551920786703101,0,0,1,1
